Date;TMin;TMax;TAvg;AvgWind;AvgCloud;DayLength;AvgLoadPrevDay;AvgTempPrevDay;LoadLastHourPrevDay;MinTempDiff;MaxTempDiff;AvgTempDiff;AvgWindDiff;AvgCloudDiff;DayLengthDiff;TimeDistance;TemperatureHourlySqrDeviationStartDay;TemperatureHourlySqrDeviationMiddleDay;TemperatureHourlySqrDeviationEndDay;WindHourlySqrDeviationStartDay;WindHourlySqrDeviationMiddleDay;WindHourlySqrDeviationEndDay;InertiaAvgLoadDiffPerc;InertiaAvgTempDiffPerc;InertiaLoadLastHourDiffPerc;CoefficientWeather;CoefficientInertia; CoefficientDayLength;CoefficientDateProximity;CalculatedCoeficient;AbandonedByCoef;AbandonedByLoad;Chosen
2018-03-04;-1,10;2,00;-0,40;1,50;0;679;5083;0,04;4793;0,40;2,00;1,70;0,60;68;148;1,83;0,65;2,38;2,12;0,93;1,00;0,87;0,31;1,96;7,59;2,92;4,29;4,93;1,83;3,55;False;False;False
2018-02-25;-6,20;-2,40;-4,00;2,80;0;657;4756;2,75;4854;4,70;6,40;5,30;0,70;18;126;1,85;3,21;6,10;4,53;1,46;1,18;1,32;2,24;1,71;8,96;4,43;5,50;4,20;1,85;4,11;False;False;False
2018-02-18;2,30;6,20;3,40;1,70;0;636;4373;4,63;4499;3,80;2,20;2,10;0,40;70;105;1,87;5,59;2,53;1,58;1,13;0,52;0,87;9,76;6,92;0,99;3,49;5,24;3,50;1,87;3,62;False;False;False
2018-02-11;1,40;3,80;2,50;1,50;0;616;4648;2,79;4632;2,90;0,20;1,20;0,60;70;85;1,89;2,80;1,46;2,12;1,25;0,73;0,50;7,39;3,50;3,97;2,94;5,17;2,83;1,89;3,28;False;False;False
2018-02-04;1,00;5,20;2,50;2,50;0;597;4313;12,38;4371;2,50;1,20;1,20;0,40;50;66;1,91;1,73;1,46;1,32;0,93;1,00;1,00;10,42;5,50;1,89;2,50;6,04;2,20;1,91;3,25;False;False;False
2018-01-28;-0,70;2,70;1,30;1,30;0;579;4765;3,71;4634;0,80;1,30;0,00;0,80;70;48;1,92;1,51;0,97;0,50;1,56;0,82;1,00;5,64;5,92;4,02;2,92;4,74;1,60;1,92;2,87;False;False;False
2018-01-21;0,80;4,00;2,20;3,00;0;563;4662;6,67;4578;2,30;0,00;0,90;0,90;70;32;1,94;2,33;1,61;1,32;1,60;1,51;0,71;7,79;4,54;2,76;3,26;4,93;1,07;1,94;2,88;False;False;False
2018-01-14;-2,80;0,90;-1,30;4,70;0;549;4543;5,83;4637;1,30;3,10;2,60;2,60;30;18;1,96;0,53;3,68;4,06;3,02;2,72;2,00;5,75;5,04;4,09;5,42;5,02;0,60;1,96;3,38;False;False;False
2017-12-17;0,90;2,80;1,90;1,50;0;528;4463;12,17;4578;2,40;1,20;0,60;0,60;70;3;2,04;3,21;1,83;1,32;1,60;0,82;0,71;7,23;6,75;2,76;3,12;5,33;0,10;2,04;2,73;False;False;False
2017-12-10;-1,00;4,90;2,10;3,20;0;532;4640;8,58;4636;0,50;0,90;0,80;1,10;30;1;2,06;0,53;0,68;2,96;0,93;1,55;1,94;5,54;6,17;4,06;2,60;5,03;0,03;2,06;2,50;False;False;False
2017-12-03;0,00;0,40;0,20;2,00;0;540;4577;3,33;4573;1,50;3,60;1,10;0,10;70;9;2,08;0,93;2,63;1,22;1,51;0,52;0,00;5,71;3,50;2,65;2,79;4,04;0,30;2,08;2,36;False;False;True
2017-02-19;-0,40;1,30;0,30;1,40;0;639;4764;0,13;4777;1,10;2,70;1,00;0,70;70;108;2,86;1,00;1,98;0,71;0,93;0,82;1,00;3,72;2,50;7,23;3,08;5,17;3,60;2,86;3,72;False;False;False
2017-02-12;-4,40;2,20;-2,20;5,70;0;619;4847;-0,42;4995;2,90;1,80;3,50;3,60;30;88;2,88;2,88;3,52;4,77;4,38;3,57;3,16;0,25;1,17;12,12;7,12;6,12;2,93;2,88;4,91;False;False;False
2017-01-22;-6,70;-2,00;-5,00;1,20;0;566;5137;-3,67;5293;5,20;6,00;6,30;0,90;56;35;2,94;5,96;6,38;5,52;1,60;0,77;1,22;7,41;4,29;18,81;5,50;12,48;1,17;2,94;5,75;False;False;False
2017-01-15;-2,30;4,50;0,20;1,50;0;552;5423;3,92;5070;0,80;0,50;1,10;0,60;31;21;2,96;0,53;1,48;2,55;1,41;0,77;1,00;4,37;2,50;13,80;2,10;9,23;0,70;2,96;3,84;False;False;False
2016-12-25;-1,70;2,50;0,30;1,70;0;529;5257;-3,50;5078;0,20;1,50;1,00;0,40;72;2;3,02;1,36;2,02;1,94;1,60;0,63;0,87;5,49;0,04;13,98;2,76;9,17;0,07;3,02;3,86;False;False;False
2016-12-18;-5,70;-3,10;-3,80;2,00;0;528;4978;-0,63;5009;4,20;7,10;5,10;0,10;72;3;3,04;3,00;6,04;4,53;0,93;0,58;1,12;2,27;0,38;12,44;4,57;7,02;0,10;3,04;3,79;False;False;False
2016-12-04;-2,60;6,50;1,30;1,40;0;539;4652;5,17;4626;1,10;2,50;0,00;0,70;28;8;3,07;0,93;1,44;0,50;1,60;0,77;0,50;5,68;4,04;3,84;2,30;4,63;0,27;3,07;2,58;False;False;False
2016-11-13;1,30;3,50;2,50;4,60;0;579;4051;8,83;4212;2,80;0,50;1,20;2,50;55;48;3,13;2,67;1,53;1,80;4,46;2,65;0,50;13,83;9,42;5,45;5,44;9,53;1,60;3,13;5,09;False;False;False
2016-01-24;-4,00;-0,90;-1,90;1,30;0;568;5076;-3,29;5127;2,50;4,90;3,20;0,80;55;37;3,94;2,30;3,90;2,12;1,89;0,68;0,87;4,58;1,88;15,08;4,12;9,38;1,23;3,94;4,77;False;False;False
2016-01-17;-3,60;0,20;-2,20;3,60;0;554;4627;5,17;4771;2,10;3,80;3,50;1,50;70;23;3,96;0,00;5,09;4,64;1,56;1,83;1,80;4,49;3,25;7,09;4,97;5,75;0,77;3,96;3,92;False;False;False
2019-12-08;3,10;10,70;5,30;1,10;0;535;4756;2,00;4496;4,60;6,70;4,00;1,00;48;4;0,07;5,18;4,34;2,55;1,73;1,51;1,58;5,73;8,83;0,92;5,18;3,53;0,13;0,07;2,40;False;False;True
2017-03-12;3,90;7,40;5,30;2,30;0;704;4296;6,83;4356;5,40;3,40;4,00;0,20;50;173;2,81;5,73;3,66;3,54;0,85;0,77;0,71;9,95;7,75;2,22;3,67;6,14;5,77;2,81;4,66;False;False;False
2016-12-11;2,00;10,80;5,60;1,30;0;531;4911;0,54;4709;3,50;6,80;4,30;0,80;28;0;3,06;3,21;4,92;4,77;1,60;1,06;0,71;2,64;7,71;5,70;4,38;4,61;0,00;3,06;3,07;False;False;False
