Date;TMin;TMax;TAvg;AvgWind;AvgCloud;DayLength;AvgLoadPrevDay;AvgTempPrevDay;LoadLastHourPrevDay;MinTempDiff;MaxTempDiff;AvgTempDiff;AvgWindDiff;AvgCloudDiff;DayLengthDiff;TimeDistance;TemperatureHourlySqrDeviationStartDay;TemperatureHourlySqrDeviationMiddleDay;TemperatureHourlySqrDeviationEndDay;WindHourlySqrDeviationStartDay;WindHourlySqrDeviationMiddleDay;WindHourlySqrDeviationEndDay;InertiaAvgLoadDiffPerc;InertiaAvgTempDiffPerc;InertiaLoadLastHourDiffPerc;CoefficientWeather;CoefficientInertia; CoefficientDayLength;CoefficientDateProximity;CalculatedCoeficient;AbandonedByCoef;AbandonedByLoad;Chosen
2019-11-17;11,70;17,90;13,60;5,30;0;571;3947;14,08;3725;10,70;7,40;8,20;3,40;31;39;1,13;9,60;7,93;8,26;3,89;3,58;2,55;12,43;8,13;6,19;9,85;8,72;1,30;1,13;4,46;False;False;False
2019-11-10;10,40;19,60;13,30;1,20;0;588;3738;15,46;3572;9,40;9,10;7,90;0,70;63;56;1,14;9,60;8,61;4,77;1,51;0,63;1,80;14,23;9,12;10,05;6,86;11,42;1,87;1,14;4,78;False;False;False
2019-03-24;5,30;21,60;13,30;1,10;0;740;3957;10,42;3940;4,30;11,10;7,90;0,80;17;208;1,78;5,08;9,36;8,03;1,13;0,93;2,00;9,96;5,25;0,78;5,37;4,93;6,93;1,78;4,37;False;False;False
2019-03-03;6,00;13,30;8,30;1,50;0;675;4243;12,46;4233;5,00;2,80;2,90;0,40;69;143;1,83;3,91;3,16;2,78;1,13;0,86;1,00;4,97;1,75;6,60;3,95;4,98;4,77;1,83;3,65;False;False;False
2019-02-17;0,80;13,00;6,30;0,90;0;633;4301;5,38;4447;0,20;2,50;0,90;1,00;17;101;1,87;0,65;1,83;0,50;1,13;1,24;2,00;0,76;2,96;11,99;2,30;6,26;3,37;1,87;3,38;False;False;False
2019-02-10;1,00;11,50;7,00;1,60;0;612;4657;2,21;4553;0,00;1,00;1,60;0,30;31;80;1,89;1,07;1,79;4,53;1,13;0,77;0,50;5,18;3,29;14,66;1,77;9,23;2,67;1,89;3,87;False;False;False
2019-02-03;8,30;16,50;11,80;5,30;0;593;4688;6,25;4354;7,30;6,00;6,40;3,40;44;61;1,91;10,03;6,58;3,77;5,58;4,12;1,32;3,45;4,42;9,64;9,04;6,56;2,03;1,91;4,25;False;False;False
2018-12-23;5,90;9,70;7,30;1,80;0;528;4904;3,08;4648;4,90;0,80;1,90;0,10;46;4;2,03;4,07;2,49;1,50;1,20;0,89;1,58;10,37;0,58;17,05;2,95;11,65;0,13;2,03;4,10;False;False;False
2018-12-09;2,80;12,60;7,30;1,80;0;533;4758;2,83;4537;1,80;2,10;1,90;0,10;33;1;2,06;1,20;2,29;2,65;0,76;1,15;1,58;7,80;1,13;14,25;2,16;9,59;0,03;2,06;3,45;False;False;False
2018-11-25;7,10;11,60;9,20;3,60;0;554;4509;4,92;4302;6,10;1,10;3,80;1,70;65;22;2,10;4,87;3,99;3,35;1,56;1,84;2,12;1,48;0,63;8,34;5,66;4,57;0,73;2,10;2,97;False;False;False
2018-11-11;8,60;19,70;13,10;1,70;0;584;3945;10,96;3891;7,60;9,20;7,70;0,20;17;52;2,14;6,89;8,27;7,26;1,46;0,93;1,58;8,82;4,42;2,01;5,22;4,97;1,73;2,14;3,24;False;False;False
2017-12-24;5,30;14,60;8,60;2,00;0;528;5005;0,92;4858;4,30;4,10;3,20;0,10;35;4;3,02;3,68;3,72;1,80;1,20;1,10;1,80;13,30;3,04;22,34;3,23;15,51;0,13;3,02;5,45;False;False;False
2017-11-26;2,20;9,90;6,60;2,80;0;551;4274;11,46;4255;1,20;0,60;1,20;0,90;90;19;3,10;5,39;3,61;2,06;2,48;1,37;0,71;1,15;2,08;7,15;3,97;3,97;0,63;3,10;2,87;False;False;False
2017-11-19;5,70;8,40;6,50;1,10;0;565;4377;8,21;4304;4,70;2,10;1,10;0,80;75;33;3,12;3,44;2,37;0,87;0,85;0,97;2,12;1,35;0,75;8,39;4,04;4,29;1,10;3,12;3,08;False;False;False
2017-11-12;9,20;16,00;13,00;1,90;0;582;4120;10,79;4017;8,20;5,50;7,60;0,00;60;50;3,14;7,61;7,55;8,26;0,76;0,73;0,87;6,59;2,71;1,16;5,37;3,39;1,67;3,14;3,21;False;False;False
2017-11-05;6,60;16,30;10,40;4,10;0;599;4219;11,04;4121;5,60;5,80;5,00;2,20;15;67;3,16;4,63;5,53;3,28;1,93;2,50;1,58;4,33;0,88;3,78;5,88;3,37;2,23;3,16;3,43;False;False;False
2017-10-29;8,10;16,50;10,50;2,10;0;619;3830;13,25;3907;7,10;6,00;5,10;0,20;75;87;3,18;6,29;6,18;3,54;1,25;0,93;1,00;7,81;2,92;1,61;5,13;4,44;2,90;3,18;3,74;False;False;False
2017-03-19;9,30;12,00;10,20;1,90;0;726;4107;9,83;4048;8,30;1,50;4,80;0,00;82;194;3,79;8,04;4,73;3,77;1,56;0,93;1,80;5,94;5,92;1,94;5,02;4,12;6,47;3,79;4,71;False;False;False
2017-03-12;3,90;7,40;5,30;2,30;0;704;4296;6,83;4356;2,90;3,10;0,10;0,40;73;172;3,81;2,48;2,24;1,00;1,00;0,86;0,71;1,97;1,33;9,70;3,06;5,31;5,73;3,81;4,51;False;False;False
2017-03-05;9,90;17,30;14,30;4,00;0;682;4099;10,83;3979;8,90;6,80;8,90;2,10;59;150;3,83;11,32;9,22;4,77;2,10;2,82;1,00;8,34;7,46;0,20;8,29;4,40;5,00;3,83;4,98;False;False;False
2017-02-26;1,50;14,40;7,50;2,10;0;661;4282;11,25;4444;0,50;3,90;2,10;0,20;10;129;3,85;1,36;3,17;4,77;1,13;1,51;2,06;1,61;2,04;11,91;2,10;6,13;4,30;3,85;4,23;False;False;False
2017-02-05;8,20;12,80;9,80;3,10;0;599;4585;11,88;4431;7,20;2,30;4,40;1,20;30;67;3,90;6,95;4,73;2,78;1,13;1,90;1,80;3,40;3,58;11,58;5,00;6,97;2,23;3,90;4,44;False;False;False
2020-12-27;0,80;4,60;2,80;3,50;0;529;4449;7,58;4556;0,20;5,90;2,60;1,60;75;3;0,01;1,46;3,79;1,58;1,00;2,28;2,12;4,86;3,71;14,73;4,69;8,74;0,10;0,01;2,95;False;False;False
2020-12-20;3,10;5,20;4,00;2,10;0;528;4840;2,83;4446;2,10;5,30;1,40;0,20;73;4;0,03;1,65;3,31;1,32;1,20;0,52;0,71;3,81;3,67;11,96;3,11;7,87;0,13;0,03;2,49;False;False;False
2020-12-13;3,30;5,00;4,20;1,50;0;531;4712;4,00;4466;2,30;5,50;1,20;0,40;83;1;0,05;1,65;3,49;0,71;1,00;0,93;1,32;5,03;1,67;12,47;3,58;7,92;0,03;0,05;2,56;False;False;False
2020-11-29;0,90;2,30;1,70;1,20;0;546;4785;0,50;4602;0,10;8,20;3,70;0,70;83;14;0,09;1,25;5,47;3,54;1,13;0,77;1,80;9,44;6,54;15,89;4,28;11,92;0,47;0,09;3,78;False;False;False
2020-11-22;1,30;6,20;4,30;1,30;0;559;4467;6,08;4221;0,30;4,30;1,10;0,60;52;27;0,11;1,07;2,35;0,71;0,85;0,93;2,40;0,37;3,87;6,30;2,77;3,81;0,90;0,11;1,64;False;False;True
2020-02-09;-0,60;12,00;4,90;1,40;0;609;4717;4,00;4634;1,60;1,50;0,50;0,50;17;77;0,90;2,24;1,37;1,22;0,38;0,97;1,32;6,72;5,50;16,70;1,81;10,96;2,57;0,90;3,93;False;False;False
2020-01-05;-0,10;4,80;2,30;2,40;0;535;4585;-1,38;4804;1,10;5,70;3,10;0,50;42;3;0,99;1,07;4,41;5,00;2,14;1,34;1,80;9,86;8,37;20,98;3,47;14,43;0,10;0,99;4,50;False;False;False
2019-12-29;-0,80;1,10;0,30;2,20;0;530;4582;3,29;4698;1,80;9,40;5,10;0,30;83;2;1,01;2,00;6,88;5,77;1,36;0,77;0,71;8,00;5,50;18,31;4,59;11,95;0,07;1,01;4,07;False;False;False
2019-12-01;-1,40;7,10;2,80;2,40;0;544;4138;11,42;4252;2,40;3,40;2,60;0,50;15;12;1,09;2,75;2,96;2,55;0,76;0,86;1,00;2,68;0,58;7,08;2,51;4,31;0,40;1,09;1,95;False;False;True
2019-01-27;-3,00;5,30;1,40;2,90;0;576;4965;-1,79;4925;4,00;5,20;4,00;1,00;21;44;1,93;5,46;4,40;2,12;1,41;1,57;1,00;14,20;10,42;24,02;4,08;17,92;1,47;1,93;6,12;False;False;False
2019-01-13;0,50;5,70;2,50;1,10;0;547;5009;-1,33;5020;0,50;4,80;2,90;0,80;60;15;1,97;2,00;3,78;4,06;1,07;1,21;1,58;15,13;8,92;26,42;3,63;19,00;0,50;1,97;6,09;False;False;False
2018-12-30;3,30;5,60;4,30;1,50;0;531;4667;6,13;4631;2,30;4,90;1,10;0,40;83;1;2,01;1,69;3,02;1,00;1,07;0,93;1,12;7,24;2,54;16,62;3,49;10,41;0,03;2,01;3,85;False;False;False
2018-12-02;-1,00;10,10;4,00;2,60;0;543;4877;-3,58;4756;2,00;0,40;1,40;0,70;13;11;2,08;3,68;1,46;0,00;1,00;1,37;0,50;12,36;9,21;19,77;2,07;15,29;0,37;2,08;4,93;False;False;False
2018-11-18;0,80;3,50;1,80;2,60;0;568;4215;6,38;4305;0,20;7,00;3,60;0,70;81;36;2,12;1,25;5,09;4,53;2,45;0,73;0,87;0,03;3,29;8,41;4,23;4,59;1,20;2,12;2,86;False;False;False
2018-03-18;0,20;8,00;2,20;2,50;0;722;4102;12,00;4052;0,80;2,50;3,20;0,60;91;190;2,79;2,80;5,86;5,27;1,73;0,77;0,00;5,77;5,08;2,04;3,89;4,00;6,33;2,79;4,11;False;False;False
2018-02-18;2,30;6,20;3,40;1,70;0;636;4373;4,63;4499;1,30;4,30;2,00;0,20;90;104;2,87;2,33;4,70;3,00;0,85;0,73;1,80;2,18;2,17;13,30;3,53;7,09;3,47;2,87;4,16;False;False;False
2018-02-11;1,40;3,80;2,50;1,50;0;616;4648;2,79;4632;0,40;6,70;2,90;0,40;90;84;2,89;1,07;4,62;2,55;1,13;0,89;1,32;4,87;5,58;16,65;3,80;10,35;2,80;2,89;4,86;False;False;False
2018-02-04;1,00;5,20;2,50;2,50;0;597;4313;12,38;4371;0,00;5,30;2,90;0,60;70;65;2,91;2,00;3,74;3,28;1,20;1,29;2,00;1,44;3,58;10,07;3,62;5,58;2,17;2,91;3,51;False;False;False
2018-01-28;-0,70;2,70;1,30;1,30;0;579;4765;3,71;4634;1,70;7,80;4,10;0,60;90;47;2,93;1,89;5,34;4,27;1,13;0,82;2,00;6,85;3,17;16,70;4,69;10,65;1,57;2,93;4,80;False;False;False
2018-01-21;0,80;4,00;2,20;3,00;0;563;4662;6,67;4578;0,20;6,50;3,20;1,10;90;31;2,95;1,96;4,54;3,28;2,33;1,71;0,71;4,41;4,54;15,29;4,70;9,26;1,03;2,95;4,33;False;False;False
2017-12-17;0,90;2,80;1,90;1,50;0;528;4463;12,17;4578;0,10;7,70;3,50;0,40;90;4;3,04;0,85;5,40;3,84;1,07;0,82;1,58;5,04;2,33;15,29;4,00;8,74;0,13;3,04;3,91;False;False;False
2017-12-10;-1,00;4,90;2,10;3,20;0;532;4640;8,58;4636;2,00;5,60;3,30;1,30;10;0;3,06;3,09;4,45;1,94;1,31;1,55;1,12;6,96;2,92;16,75;3,63;10,29;0,00;3,06;4,21;False;False;False
2017-02-19;-0,40;1,30;0,30;1,40;0;639;4764;0,13;4777;1,40;9,20;5,10;0,50;90;107;3,87;2,73;6,36;4,53;0,93;1,03;2,00;9,03;6,58;20,30;4,89;13,67;3,57;3,87;6,38;False;False;False
