Date;TMin;TMax;TAvg;AvgWind;AvgCloud;DayLength;AvgLoadPrevDay;AvgTempPrevDay;LoadLastHourPrevDay;MinTempDiff;MaxTempDiff;AvgTempDiff;AvgWindDiff;AvgCloudDiff;DayLengthDiff;TimeDistance;TemperatureHourlySqrDeviationStartDay;TemperatureHourlySqrDeviationMiddleDay;TemperatureHourlySqrDeviationEndDay;WindHourlySqrDeviationStartDay;WindHourlySqrDeviationMiddleDay;WindHourlySqrDeviationEndDay;InertiaAvgLoadDiffPerc;InertiaAvgTempDiffPerc;InertiaLoadLastHourDiffPerc;CoefficientWeather;CoefficientInertia; CoefficientDayLength;CoefficientDateProximity;CalculatedCoeficient;AbandonedByCoef;AbandonedByLoad;Chosen
2015-03-08;1,60;6,10;3,80;2,20;0;690;4674;3,17;4708;5,60;2,90;2,73;0,33;61;158;1,82;5,30;3,70;5,52;0,85;1,24;1,12;6,71;5,00;1,03;3,85;4,49;5,27;1,82;3,80;False;False;False
2015-02-08;-1,50;1,00;-0,60;4,20;0;607;4833;3,00;4798;2,50;8,00;1,67;2,33;100;75;1,90;2,33;2,72;0,00;1,85;3,54;2,12;4,74;2,67;0,86;6,52;3,02;2,50;1,90;3,43;False;False;False
2015-02-01;-6,20;0,30;-2,10;1,40;0;588;4665;9,00;4522;2,20;8,70;3,17;0,48;100;56;1,92;7,30;3,92;3,77;2,59;1,91;0,00;9,86;6,25;4,94;5,31;7,55;1,87;1,92;4,40;False;False;False
2015-01-25;0,60;2,00;1,30;3,50;0;571;4543;6,25;4614;4,60;7,00;0,23;1,63;100;39;1,94;5,30;2,73;1,80;2,04;2,27;2,00;9,03;6,62;3,01;5,94;6,67;1,30;1,94;4,17;False;False;False
2015-01-04;1,60;5,30;2,90;3,70;0;534;4808;-2,42;4877;5,60;3,70;1,83;1,83;38;2;1,99;6,45;2,90;2,78;1,56;2,94;2,40;3,95;5,00;2,52;5,32;3,59;0,07;1,99;2,85;False;False;False
2014-12-28;-2,00;1,00;-0,70;4,50;0;529;4675;3,79;4826;2,00;8,00;1,77;2,63;100;3;2,01;2,17;2,54;0,71;3,61;3,94;0,87;5,77;2,17;1,45;6,98;3,65;0,10;2,01;3,27;False;False;False
2014-11-30;2,90;6,30;3,90;3,40;0;545;4648;5,49;4396;6,90;2,70;2,83;1,53;;13;2,09;6,09;3,20;3,17;;;;10,48;8,85;7,59;4,37;9,05;0,43;2,09;4,39;False;False;False
2014-11-23;1,80;8,80;4,70;1,20;0;557;4244;5,64;4197;5,80;0,20;3,63;0,68;;25;2,11;5,79;4,19;3,94;;;;15,64;7,46;11,77;3,08;12,25;0,83;2,11;5,15;False;False;False
2014-02-02;-2,50;1,40;-0,40;9,20;0;591;5273;-5,68;5234;1,50;7,60;1,47;7,33;;59;2,91;1,09;2,35;0,38;;;;4,35;1,88;10,03;9,87;5,78;1,97;2,91;5,20;False;False;False
2013-12-15;-1,40;0,60;-0,30;2,40;0;529;4973;1,12;4972;2,60;8,40;1,37;0,53;;3;3,05;1,78;3,04;0,39;;;;0,40;0,72;4,52;2,86;2,01;0,10;3,05;2,09;False;False;True
2013-12-08;0,80;7,90;3,10;1,90;0;534;5024;1,37;4879;4,80;1,10;2,03;0,02;;2;3,07;4,51;3,01;3,17;;;;0,94;3,27;2,56;1,91;2,25;0,07;3,07;1,94;False;False;True
2013-12-01;-0,20;3,10;1,50;1,50;0;544;4914;0,28;4698;3,80;5,90;0,43;0,38;;12;3,09;3,13;1,60;1,90;;;;4,60;4,47;1,24;2,42;3,28;0,40;3,09;2,44;False;False;False
