Date;TMin;TMax;TAvg;AvgWind;AvgCloud;DayLength;AvgLoadPrevDay;AvgTempPrevDay;LoadLastHourPrevDay;MinTempDiff;MaxTempDiff;AvgTempDiff;AvgWindDiff;AvgCloudDiff;DayLengthDiff;TimeDistance;TemperatureHourlySqrDeviationStartDay;TemperatureHourlySqrDeviationMiddleDay;TemperatureHourlySqrDeviationEndDay;WindHourlySqrDeviationStartDay;WindHourlySqrDeviationMiddleDay;WindHourlySqrDeviationEndDay;InertiaAvgLoadDiffPerc;InertiaAvgTempDiffPerc;InertiaLoadLastHourDiffPerc;CoefficientWeather;CoefficientInertia; CoefficientDayLength;CoefficientDateProximity;CalculatedCoeficient;AbandonedByCoef;AbandonedByLoad;Chosen
2016-03-06;9,80;13,20;10,50;4,70;0;686;4321;5,88;4125;5,00;0,60;1,80;2,60;65;154;1,82;5,30;3,42;0,71;3,51;2,79;2,40;9,63;3,63;2,09;6,10;5,24;5,13;1,82;4,52;False;False;False
2016-02-28;6,50;12,70;9,00;6,10;0;664;4324;5,17;4262;1,70;1,10;0,30;4,00;65;132;1,84;2,00;1,37;0,71;3,36;4,39;4,77;6,09;0,79;1,16;6,98;2,99;4,40;1,84;3,90;False;False;False
2016-02-21;3,90;12,40;8,30;2,40;0;643;4283;7,38;4295;0,90;1,40;0,40;0,30;55;111;1,86;1,65;1,37;1,22;0,00;1,32;0,71;5,20;0,25;1,95;1,87;3,01;3,70;1,86;2,59;False;False;False
2016-02-14;4,80;19,90;12,90;3,40;0;623;4300;8,08;4326;0,00;6,10;4,20;1,30;5;91;1,88;1,93;5,77;7,52;0,85;1,83;3,35;2,33;2,08;2,68;4,22;2,77;3,03;1,88;2,92;False;False;False
2016-02-07;3,00;13,40;7,40;4,40;0;603;4555;2,38;4501;1,80;0,40;1,30;2,30;10;71;1,90;1,85;0,97;0,87;1,89;2,58;3,54;0,04;1,46;6,84;4,04;2,77;2,37;1,90;2,75;False;False;False
2016-01-31;5,40;13,70;10,10;3,00;0;585;4499;9,21;4484;0,60;0,10;1,40;0,90;80;53;1,92;6,31;4,30;2,78;1,46;1,67;0,00;1,14;2,75;6,43;3,43;3,73;1,77;1,92;2,79;False;False;False
2016-01-10;9,10;12,50;10,60;2,50;0;542;4553;2,25;4502;4,30;1,30;1,90;0,40;81;10;1,98;4,29;3,21;2,40;0,65;1,41;0,00;0,52;1,92;6,86;3,31;3,05;0,33;1,98;2,27;False;False;True
2015-12-27;2,80;11,80;6,70;1,50;0;528;4580;5,33;4666;2,00;2,00;2,00;0,60;19;4;2,02;1,00;1,97;3,28;0,38;0,97;0,71;2,47;0,38;10,75;2,20;4,84;0,13;2,02;2,53;False;False;False
2015-11-29;2,20;8,20;5,10;3,40;0;547;4652;2,92;4577;2,60;5,60;3,60;1,30;25;15;2,09;2,39;4,15;2,87;2,14;1,93;0,50;2,83;4,17;8,64;4,33;5,12;0,50;2,09;3,20;False;False;False
2015-11-15;6,60;16,60;11,40;1,30;0;575;3915;14,21;4000;1,80;2,80;2,70;0,80;20;43;2,13;2,48;3,57;3,54;1,25;0,82;1,58;10,64;4,63;5,06;3,02;7,84;1,43;2,13;3,92;False;False;False
2015-11-08;5,70;16,60;12,10;1,50;0;593;4321;8,13;4244;0,90;2,80;3,40;0,60;40;61;2,15;3,91;4,43;3,54;1,31;0,73;0,71;3,43;0,50;0,74;3,13;2,09;2,03;2,15;2,33;False;False;False
2015-11-01;4,00;12,60;7,80;3,50;0;611;4099;10,83;3996;0,80;1,20;0,90;1,40;20;79;2,17;0,65;0,82;2,29;1,77;1,98;0,71;10,59;4,04;5,15;2,81;7,27;2,63;2,17;3,96;False;False;False
2015-10-25;6,10;17,50;10,80;1,30;0;632;4099;9,04;4047;1,30;3,70;2,10;0,80;20;100;2,19;1,77;3,73;0,50;0,76;0,82;1,32;9,49;4,29;3,94;2,70;6,44;3,33;2,19;3,83;False;False;False
2015-03-22;6,40;16,10;11,50;1,80;0;734;4419;5,63;4374;1,60;2,30;2,80;0,30;20;202;2,78;2,85;3,86;2,00;0,76;0,86;0,87;3,25;3,13;3,82;2,27;3,41;6,73;2,78;3,66;False;False;False
2015-03-15;3,00;12,00;7,60;3,10;0;712;4721;3,63;4567;1,80;1,80;1,10;1,00;25;180;2,80;1,51;0,97;1,00;1,60;1,93;1,58;3,05;0,83;8,40;2,82;4,42;6,00;2,80;3,95;False;False;False
2015-03-01;5,40;13,50;8,40;1,40;0;668;4423;7,50;4292;0,60;0,30;0,30;0,70;61;136;2,84;1,07;1,46;0,50;0,53;0,93;1,12;1,52;0,75;1,88;2,16;1,72;4,53;2,84;2,69;False;False;False
2015-02-22;7,50;11,60;8,60;5,80;0;647;4706;3,79;4565;2,70;2,20;0,10;3,70;67;115;2,86;3,12;2,32;1,32;3,05;4,37;4,27;3,08;2,13;8,36;7,00;4,73;3,83;2,86;4,58;False;False;False
2015-02-15;2,10;11,50;5,70;4,20;0;627;4859;3,38;4615;2,70;2,30;3,00;2,10;22;95;2,88;2,62;2,16;5,05;2,54;2,66;1,22;2,69;1,50;9,54;4,78;4,98;3,17;2,88;4,01;False;False;False
2015-01-18;8,00;13,10;9,70;1,80;0;556;4628;7,46;4567;3,20;0,70;1,00;0,30;81;24;2,95;5,89;3,66;0,71;1,56;1,59;1,32;3,01;4,08;8,40;3,27;5,37;0,80;2,95;3,32;False;False;False
2015-01-11;1,30;13,70;5,90;2,60;0;544;4921;3,50;4762;3,50;0,10;2,80;0,50;13;12;2,97;0,93;3,85;6,80;0,38;2,00;2,40;8,01;2,58;13,03;2,61;8,27;0,40;2,97;3,97;False;False;False
2014-12-21;2,50;8,20;5,40;3,00;0;528;4325;9,21;4377;2,30;5,60;3,30;0,90;13;4;3,03;1,85;3,73;4,00;1,69;1,69;0,71;2,63;1,83;3,89;3,62;3,25;0,13;3,03;2,64;False;False;False
2014-12-14;3,40;15,80;8,60;1,70;0;530;4716;3,13;4594;1,40;2,00;0,10;0,40;;2;3,05;1,85;2,35;1,80;0,53;0,63;0,71;4,03;0,79;9,04;1,64;4,91;0,07;3,05;2,68;False;False;False
2014-12-07;4,70;6,40;5,60;1,80;0;535;4594;6,08;4424;0,10;7,40;3,10;0,30;;3;3,07;1,07;4,36;2,55;0,65;0,63;1,00;2,26;0,92;5,01;2,85;3,09;0,10;3,07;2,42;False;False;False
2014-11-16;7,40;11,70;8,70;7,30;0;573;4030;11,51;4049;2,60;2,10;0,00;5,20;;41;3,13;2,15;2,84;1,28;;;;8,81;3,53;3,89;6,74;6,25;1,37;3,13;4,55;False;False;False
2014-11-09;12,90;17,60;14,50;2,00;0;590;3896;17,59;3628;8,10;3,80;5,80;0,10;;58;3,15;7,26;5,57;5,31;;;;16,90;10,56;13,89;3,99;14,57;1,93;3,15;6,56;False;False;False
2014-11-02;5,40;13,00;8,80;1,60;0;609;4262;8,25;4053;0,60;0,80;0,10;0,50;;77;3,16;1,38;1,00;0,97;;;;7,21;1,94;3,80;0,99;4,80;2,57;3,16;3,04;False;False;False
2014-10-26;4,90;8,50;6,30;2,50;0;628;4037;8,88;4128;0,10;5,30;2,40;0,40;;96;3,18;1,13;4,11;3,27;;;;7,37;0,93;2,02;2,17;4,32;3,20;3,18;3,30;False;False;False
2014-03-16;7,00;16,30;12,10;3,80;0;716;4123;10,80;4150;2,20;2,50;3,40;1,70;;184;3,80;1,93;3,60;6,29;;;;9,42;7,26;1,50;3,78;6,44;6,13;3,80;5,07;False;False;False
2014-03-09;3,30;11,20;6,80;2,60;0;694;4420;7,07;4275;1,50;2,60;1,90;0,50;;162;3,82;0,64;2,86;3,14;;;;4,03;2,37;1,47;1,85;2,81;5,40;3,82;3,38;False;False;False
2014-03-02;4,10;8,40;6,50;4,50;0;672;4310;9,86;4333;0,70;5,40;2,20;2,40;;140;3,84;1,72;3,65;2,68;;;;5,66;1,02;2,85;4,40;3,80;4,67;3,84;4,12;False;False;False
2014-02-23;6,60;7,10;6,70;3,20;0;651;4261;8,90;4166;1,80;6,70;2,00;1,10;;119;3,85;2,37;4,69;3,36;;;;8,13;2,83;1,12;3,47;4,50;3,97;3,85;3,98;False;False;False
2014-02-09;8,90;17,40;11,50;2,90;0;610;4746;8,29;4535;4,10;3,60;2,80;0,80;;78;3,89;5,26;4,03;0,54;;;;3,26;5,11;7,64;3,16;5,65;2,60;3,89;3,99;False;False;False
2014-01-19;11,80;15,60;13,00;4,80;0;558;4543;10,49;4390;7,00;1,80;4,30;2,70;;26;3,95;8,20;4,71;2,09;;;;2,52;8,05;4,20;5,94;4,91;0,87;3,95;4,07;False;False;False
2014-01-12;6,00;9,60;7,80;1,20;0;545;4581;4,87;4516;1,20;4,20;0,90;0,90;;13;3,97;3,23;3,26;3,36;;;;0,25;3,60;7,19;2,57;3,69;0,43;3,97;2,84;False;False;False
2014-01-05;8,70;13,80;10,70;4,30;0;536;4334;7,34;4525;3,90;0,00;2,00;2,20;;4;3,99;4,90;2,47;1,92;;;;1,37;5,17;7,41;3,89;4,67;0,13;3,99;3,39;False;False;False
2015-12-20;3,10;5,70;4,40;1,70;0;527;4877;2,92;4475;1,70;8,10;4,30;0,40;81;5;2,03;2,30;5,12;3,28;0,38;0,58;0,50;1,50;2,42;6,22;4,17;3,70;0,17;2,03;2,65;False;False;False
2015-12-06;4,00;7,80;5,40;1,60;0;538;4299;7,83;4341;0,80;6,00;3,30;0,50;81;6;2,07;0,85;5,48;5,27;0,53;0,73;0,50;1,32;0,21;3,04;3,77;2,07;0,20;2,07;2,08;False;False;True
2015-03-08;1,60;6,10;3,80;2,20;0;690;4674;3,17;4708;3,20;7,70;4,90;0,10;40;158;2,82;3,44;5,16;3,77;0,53;0,58;1,12;5,05;3,12;11,75;3,75;6,68;5,27;2,82;4,70;False;False;False
2015-02-01;-6,20;0,30;-2,10;1,40;0;588;4665;9,00;4522;11,00;13,50;10,80;0,70;81;56;2,92;1,65;6,30;5,52;1,85;1,24;0,00;1,50;1,88;7,33;7,70;4,11;1,87;2,92;4,17;False;False;False
2014-11-30;2,90;6,30;3,90;3,40;0;545;4648;5,49;4396;1,90;7,50;4,80;1,30;;13;3,09;2,62;6,02;6,16;;;;0,80;0,72;4,34;4,52;2,35;0,43;3,09;2,65;False;False;False
2014-11-23;1,80;8,80;4,70;1,20;0;557;4244;5,64;4197;3,00;5,00;4,00;0,90;;25;3,11;2,93;4,35;5,33;;;;5,01;0,66;0,38;3,61;2,46;0,83;3,11;2,56;False;False;False
