Date;TMin;TMax;TAvg;AvgWind;AvgCloud;DayLength;AvgLoadPrevDay;AvgTempPrevDay;LoadLastHourPrevDay;MinTempDiff;MaxTempDiff;AvgTempDiff;AvgWindDiff;AvgCloudDiff;DayLengthDiff;TimeDistance;TemperatureHourlySqrDeviationStartDay;TemperatureHourlySqrDeviationMiddleDay;TemperatureHourlySqrDeviationEndDay;WindHourlySqrDeviationStartDay;WindHourlySqrDeviationMiddleDay;WindHourlySqrDeviationEndDay;InertiaAvgLoadDiffPerc;InertiaAvgTempDiffPerc;InertiaLoadLastHourDiffPerc;CoefficientWeather;CoefficientInertia; CoefficientDayLength;CoefficientDateProximity;CalculatedCoeficient;AbandonedByCoef;AbandonedByLoad;Chosen
2018-11-19;0.7;5.5;2.4;2;0;566;4236;4.13;4474;0.5;6;1.2;1.7;23;6;2.18;3.84;0.86;0.71;2.07;1.1;0;4.07;9.58;5.57;3.62;6.25;0.2;2.18;3.539004739;FALSE;FALSE;FALSE
2018-12-10;3.2;9.4;6;2.1;0;533;4567;6.29;4490;2;2.1;2.4;1.6;44;39;2.13;1.6;2.99;2.55;2.9;1.06;0;4.96;4.17;5.95;3.75;5.29;1.3;2.13;3.485545024;FALSE;FALSE;FALSE
2019-02-11;3.8;12;7.8;3.2;0;615;4456;4.13;4563;2.6;0.5;4.2;0.5;38;43;1.95;6.07;5.75;3.35;1.36;1.15;0.5;4.75;4.75;7.67;3.15;5.98;1.43;1.95;3.593933649;FALSE;FALSE;FALSE
2020-03-09;4.6;9.2;6.8;1.3;0;696;4162;8.63;4335;3.4;2.3;3.2;2.4;31;124;0.88;1.46;3.84;6;3.32;1.63;0.87;0.77;6;2.29;4.97;2.94;4.13;0.88;3.460047393;FALSE;FALSE;FALSE
2020-12-14;3.3;4.5;3.9;1.4;0;530;4450;5.75;4477;2.1;7;0.3;2.3;29;42;0.11;1.07;1.34;1.58;3.46;1.48;1;5.8;7.12;5.64;4.74;6.1;1.4;0.11;3.776824645;FALSE;FALSE;FALSE
2020-01-27;2.4;7.2;3.6;1.7;0;575;4738;4.29;4627;1.2;4.3;0;2;29;3;1;1.46;1.83;1.58;3.25;1.24;1;8.28;3.29;9.18;3.89;7.58;0.1;1;3.90535545;FALSE;FALSE;FALSE
2019-02-18;1.6;14.3;7.8;1.2;0;635;4269;4.46;4466;0.4;2.8;4.2;2.5;71;63;1.94;1.46;6.73;6.04;3.64;1.79;1;1.49;5.17;5.38;5.65;4.19;2.1;1.94;3.732417062;FALSE;FALSE;FALSE
2020-03-16;1;13.7;7.1;4.6;0;718;4018;9.29;4458;0.2;2.2;3.5;0.9;71;146;0.86;3.07;6.01;6;1.25;2.85;2.78;2.9;5.33;5.19;4.28;4.57;4.87;0.86;4.061184834;FALSE;FALSE;FALSE
2018-02-05;-0.8;7.1;2.6;1.2;0;599;4298;3.83;4480;2;4.4;1;2.5;15;27;2.97;4.72;1.57;1.32;3.36;1.79;1;3.82;8.96;5.71;4.57;6.02;0.9;2.97;3.97478673;FALSE;FALSE;FALSE
2017-10-30;5;12.6;8.3;2.6;0;616;3906;10.33;3807;3.8;1.1;4.7;1.1;20;44;3.24;2.67;5.7;5.77;2.07;1.21;0;7.16;0.83;10.17;3.65;6.57;1.47;3.24;4.121990521;FALSE;FALSE;FALSE
2017-03-13;3.9;10.4;6.7;2.6;0;708;4320;6.08;4384;2.7;1.1;3.1;1.1;41;136;3.87;1.56;4.12;6.52;2.62;1.71;0.87;1.93;6.12;3.45;3.77;3.74;4.53;3.87;3.960094787;FALSE;FALSE;FALSE
2018-12-24;2.2;14.2;7.4;2.9;0;528;4676;8;4675;1;2.7;3.8;0.8;46;44;2.09;4.39;6.09;1.58;1.81;0.93;1.12;8.53;4.17;10.31;3.54;7.93;1.47;2.09;4.432606635;FALSE;FALSE;FALSE
2020-11-30;0;4.8;2.2;1.3;0;544;4637;0.88;4554;1.2;6.7;1.4;2.4;42;28;0.15;3.12;1.03;1;3.32;1.39;1;8.43;9.67;7.46;5.02;8.76;0.93;0.15;4.707535545;FALSE;FALSE;FALSE
2018-12-03;4;11.3;7.6;2.3;0;541;4760;-1.79;4640;2.8;0.2;4;1.4;35;31;2.15;1.65;4.99;7.26;1.07;0.89;1;8.88;7.58;9.49;3.65;9.39;1.03;2.15;4.892843602;FALSE;FALSE;FALSE
2018-03-19;-1.5;2.6;0.4;3.2;0;725;3992;12.5;4451;2.7;8.9;3.2;0.5;64;153;2.86;3.38;3.73;3.08;1.77;1.32;1.41;0.2;9.04;5.03;4.76;4.49;5.1;2.86;4.484123223;FALSE;FALSE;FALSE
2018-02-12;0.4;7.7;4;1.9;0;619;4443;1.83;4639;0.8;3.8;0.4;1.8;10;47;2.95;2.98;1.69;3;3.46;1.34;0;8.56;8.96;9.46;3.44;9.02;1.57;2.95;4.948104265;FALSE;FALSE;FALSE
2020-03-23;-2.4;4.2;0.9;2.5;0;740;3766;13.46;4001;3.6;7.3;2.7;1.2;29;168;0.84;4.46;2.44;1.58;1.65;1.44;1;6.64;6;5.59;4.44;6.32;5.6;0.84;4.917156398;FALSE;FALSE;FALSE
2019-01-21;0.5;2.6;1.2;1.7;0;563;4593;2.13;4662;0.7;8.9;2.4;2;33;9;2.01;3.44;2.54;0.71;3.05;1.21;0.71;7.76;9.92;10;4.99;9.33;0.3;2.01;5.008388626;FALSE;FALSE;FALSE
2019-01-28;1.4;7.4;4.3;3.8;0;578;4838;-3;4804;0.2;4.1;0.7;0.1;42;6;1.99;2.14;1.95;0.71;1.31;2.19;0.87;11.81;10.33;13.36;2.33;12.52;0.2;1.99;5.476966825;FALSE;FALSE;FALSE
2018-01-22;-0.6;3.2;1.2;2.1;0;564;4424;2.88;4704;1.8;8.3;2.4;1.6;30;8;3.01;3.18;2.42;2;2.04;1.34;0.87;8.62;9.17;11;4.61;9.52;0.27;3.01;5.112322275;FALSE;FALSE;FALSE
2021-01-11;-0.8;0.3;-0.3;1.5;0;545;4302;0.29;4694;2;11.2;3.9;2.2;29;27;0.04;4.78;3.92;1.8;2.14;1.63;0.87;8.25;11.54;10.76;5.96;10.05;0.9;0.04;5.391895735;FALSE;FALSE;FALSE
2018-02-19;-0.8;3.4;1.2;2.2;0;639;4329;5.25;4668;2;8.1;2.4;1.5;65;67;2.93;4.31;2.68;0;3.16;1.91;2.12;5.88;7.87;10.15;5.44;7.79;2.23;2.93;5.161516588;FALSE;FALSE;FALSE
2017-12-25;2.8;15;8.5;1.3;0;528;4800;4.38;4741;1.6;3.5;4.9;2.4;30;44;3.09;1.41;6.04;8.29;3.51;1.83;0.71;9.07;2.83;11.87;5.38;8.69;1.47;3.09;5.30957346;FALSE;FALSE;FALSE
2017-12-18;-0.4;2.6;0.8;2;0;528;4450;5.08;4705;1.6;8.9;2.8;1.7;20;44;3.1;4.02;2.94;0.71;2.45;1.15;0.71;8.71;9.37;11.02;4.69;9.48;1.47;3.1;5.425924171;FALSE;FALSE;FALSE
2017-12-11;4.8;11.9;8.6;5.4;0;531;4532;4.5;4666;3.6;0.4;5;1.7;40;41;3.12;2.04;5.78;8.51;1.31;3.27;3.54;8.73;9.62;10.1;5.02;9.37;1.37;3.12;5.446777251;FALSE;FALSE;FALSE
2017-12-04;-1;3.7;1;1.4;0;539;4523;1.83;4615;2.2;7.8;2.6;2.3;30;33;3.14;4.78;2.72;0.87;2.93;1.63;1;8.25;11.46;8.9;5.38;9.44;1.1;3.14;5.498957346;FALSE;FALSE;FALSE
2018-01-29;-1.1;13;5.6;1.2;0;581;4527;4.25;4755;2.3;1.5;2;2.5;40;9;2.99;4.93;4.75;8.06;3.64;1.73;0.5;10.01;10.12;12.2;5.12;10.64;0.3;2.99;5.653791469;FALSE;FALSE;FALSE
2019-01-14;2.2;8.1;4.5;2.6;0;549;4878;-1.5;4899;1;3.4;0.9;1.1;54;23;2.03;2.62;1.39;2.4;2.3;0.93;0.71;13.72;9.04;15.6;3.38;13.52;0.77;2.03;6.251611374;FALSE;FALSE;FALSE
2019-03-11;4.1;14.8;8.6;2.3;0;699;3763;13.54;3817;2.9;3.3;5;1.4;46;127;1.88;9.03;4.7;3.28;3.16;1.37;1.22;12.1;4.38;9.93;5.11;9.17;4.23;1.88;5.930805687;FALSE;FALSE;FALSE
2019-12-30;-2.8;-0.4;-1.5;1.8;0;531;4576;1.92;4892;4;11.9;5.1;1.9;35;41;1.07;6.65;5.48;2.55;2.75;1.18;0.87;11.34;11;15.43;6.65;12.6;1.37;1.07;6.753175355;FALSE;FALSE;FALSE
2019-02-25;-1;6.5;1.7;1.3;0;657;4598;-1.46;4815;2.2;5;1.9;2.4;40;85;1.92;5.45;1.51;0.5;3.16;1.48;1;11.25;12.83;13.61;5.03;12.67;2.83;1.92;6.848436019;FALSE;FALSE;FALSE
2020-01-13;-1.9;-0.6;-1.4;1;0;547;4673;3.21;4943;3.1;12.1;5;2.7;42;25;1.03;5.96;5.38;2.78;3.78;1.81;0.87;12.11;11.21;16.64;7.44;13.33;0.83;1.03;7.07943128;FALSE;FALSE;FALSE
2018-03-05;-2;5.8;1.9;4.4;0;682;4783;0.29;4838;3.2;5.7;1.7;0.7;18;110;2.89;6.52;1.48;0.71;3.07;2.9;4.82;13.38;11.79;14.16;4.42;13.37;3.67;2.89;7.290995261;FALSE;FALSE;FALSE
2017-02-20;-0.6;4.4;1.7;1.3;0;642;4619;0.83;4872;1.8;7.1;1.9;2.4;60;70;3.93;4.41;2.62;2.29;2.98;1.61;0.71;12.68;10.92;14.96;5.65;12.98;2.33;3.93;7.270331754;FALSE;FALSE;FALSE
2017-02-13;-5.1;4;-1.6;3.4;0;622;4809;-0.5;5057;6.3;7.5;5.2;0.3;30;50;3.95;9.2;4.31;4;0.76;1.18;0.5;15.46;13.62;19.33;4.76;16.35;1.67;3.95;8.116682464;FALSE;FALSE;FALSE
